run_id,technology,migration_method,network_migration,checkpoint_ms,checkpoint_us,checkpoint_ns,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes,archive_create_ms,transfer_setup_ms,transfer_send_ms,transfer_receive_ms,transfer_cleanup_ms,unpack_ms
12-05-2026-host-cold-0000,WASM,cold,no,1,257.0,256739.0,2012,12679,1957,14637,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:09:38.253009,4_Starlink,0,1,20767,0,0,596.0,7231.0,2734.0,2444.0,268.0,297.0
12-05-2026-host-cold-0001,WASM,cold,no,1,183.0,182149.0,2014,12364,1847,14212,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:10:03.963165,4_Starlink,0,1,20128,0,0,562.0,7105.0,2441.0,2469.0,348.0,255.0
12-05-2026-host-cold-0002,WASM,cold,no,1,199.0,198673.0,2015,12712,2056,14769,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:10:30.831381,4_Starlink,0,1,21052,0,0,995.0,7215.0,2750.0,2466.0,278.0,325.0
12-05-2026-host-cold-0003,WASM,cold,no,1,168.0,167207.0,2016,11978,2024,14003,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:10:56.190170,4_Starlink,0,1,19777,0,0,542.0,6586.0,2643.0,2443.0,303.0,328.0
12-05-2026-host-cold-0004,WASM,cold,no,1,139.0,138694.0,2013,12131,2101,14233,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:11:22.121563,4_Starlink,0,1,20401,0,0,621.0,6605.0,2467.0,2771.0,286.0,301.0
12-05-2026-host-cold-0005,WASM,cold,no,1,131.0,130571.0,2014,12321,1906,14228,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:11:47.938635,4_Starlink,0,1,20210,0,0,519.0,6849.0,2416.0,2708.0,345.0,286.0
12-05-2026-host-cold-0006,WASM,cold,no,1,123.0,122609.0,2011,12879,1891,14771,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:12:14.110896,4_Starlink,0,1,20650,0,0,549.0,7454.0,2754.0,2402.0,267.0,273.0
12-05-2026-host-cold-0007,WASM,cold,no,1,128.0,127497.0,2015,12937,1895,14833,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:12:41.388378,4_Starlink,0,1,21140,0,0,621.0,6458.0,3727.0,2486.0,264.0,291.0
12-05-2026-host-cold-0008,WASM,cold,no,1,126.0,125357.0,2015,11831,2083,13915,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:13:06.979204,4_Starlink,0,1,19781,0,0,611.0,6612.0,2450.0,2412.0,354.0,294.0
12-05-2026-host-cold-0009,WASM,cold,no,1,164.0,163576.0,2015,12560,1957,14518,0.0,x86_64,x86_64,True,True,transfer_mode=host;module=3mm_with_cr.wasm;relay_node=edge-host-1,2026-05-12T14:13:33.317989,4_Starlink,0,1,20544,0,0,551.0,7067.0,2750.0,2477.0,263.0,280.0
